ID;extnr;name;gruppe;einheit;inhalt;grundeinheit;mwst;dekp;vk;vkbrutto;vk1;konto_aufwand;konto_erloes;barcode;plu;mindestbestand;bestellmenge;haltbarkeit;text_etikett;kurzname;lieferant;lieferantname;lieferant_extnr;ekmwst;ek;ekbrutto;kassaartikel;produktionsstaette;produktionsdoku;beschreibung;volldeklaration;seriennummer;saisonal;bio;vegetarisch;gewicht;laenge;breite;hoehe;urprodukt;verfuegbar;jn1;jn2;jn3;jn4;shop_name;shop_name2;shop_ca_preis;shop_bestellende;shop_variantenartikel;etikett_extnr;etikett_text1;etikett_text2;etikett_text3;etikett_text4;etikett_text5;etikett_image1;etikett_image2;etikett_image3;lagerstand;lagerstand9
43;;"07 % Gewichts-Artikel";181;;0,000;;7;0;0;0,00;0;0;0;;0;0.000;0.000;0;;;;;;;0;0;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;;"07 % Stück-Artikel";181;;0,000;;7;0;0;0,00;0;0;0;;0;0.000;0.000;0;;;;;;;0;0;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2587;;"100% Hafer Crunchy - kg";139;kg;0,000;kg;7;6,79;8,83;9,45;0;0;0;;0;0.000;0.000;0;;;100701;"Bode Naturkost";40395;7;6,79000;7,27;1;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;4,34;4,34
1642;29883;"100% Naturreisnudeln 250g Terrasana";187;Stück;250,000;g;7;2,604;3,40187;3,64;0;0;0;8713576282504;0;0.000;0.000;0;;;5;NKW;733106;7;2,62000;2,80;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;6;6
2174;;"100% Schoko Crunchy - kg";139;kg;0,000;kg;7;7,59;9,87;10,56;0;0;0;;0;0.000;0.000;0;;;100701;"Bode Naturkost";21120;7;7,59000;8,12;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2,904;2,904
974;;"12er Mopro voll";106;Stück;1,000;Stück;7;0;0;0,00;0;0;0;;10355;0.000;0.000;0;;;100652;"köllektiv eG";;7;0,00000;0,00;0;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;;"19 % Gewichts-Artikel";181;;0,000;;19;0;0;0,00;0;0;0;;0;0.000;0.000;0;;;;;;;0;0;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;;"19 % Stück-Artikel";181;;0,000;;19;0;0;0,00;0;0;0;;0;0.000;0.000;0;;;;;;;0;0;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1848;;"24Bottles Clima + INFUSER LID 0,5l";184;Stück;1,000;Stück;19;16,9;28,75;34,21;0;0;0;;0;0.000;0.000;0;;;6;köllektiv-migori;;19;23,00000;27,37;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1025;;"24Bottles Clima 0,5l";184;Stück;1,000;Stück;19;16,9;21,125;25,14;0;0;0;;10406;0.000;0.000;0;;;6;köllektiv-migori;;19;16,90000;20,11;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;4;4
1036;;"24Bottles Travel Tumbler 0,6l";184;Stück;1,000;Stück;19;15,35;19,1875;22,83;0;0;0;;10417;0.000;0.000;0;;;6;köllektiv-migori;;19;15,35000;18,27;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1032;;"24Bottles Urban 0,25l + Sport Lid";184;Stück;1,000;Stück;19;7,05;8,8125;10,49;0;0;0;8051513928123;10413;0.000;0.000;0;;;6;köllektiv-migori;;19;7,05000;8,39;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1021;;"24Bottles Urban 0,5l";184;Stück;1,000;Stück;19;8,3;10,375;12,35;0;0;0;;10402;0.000;0.000;0;;;6;köllektiv-migori;;19;8,30000;9,88;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;;"24Bottles Urban 1l";184;Stück;1,000;Stück;19;10,4;13;15,47;0;0;0;8051513926563;10404;0.000;0.000;0;;;6;köllektiv-migori;;19;10,40000;12,38;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2462;;"4-Mix Mischmus mit Erdnüssen 250g Terrasana";127;Stück;250,000;g;7;4,05;5,265;5,63;0;0;0;8713576100150;0;0.000;0.000;0;;;100439;LANDLINIE;29844;7;4,05000;4,33;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;5;5
2905;1110014200;"42% Cashew Creme - vegane Helle - Fairafric";167;Stück;80,000;g;7;2,28;2,96;3,17;0;0;0;4260485631878;0;0.000;0.000;0;;;100655;"fairafric AG";1110014200;7;2,28000;2,44;1;0;0;;;0;0000-00-00;1;1;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;22;22
2897;"VSL-VE- B010008064201";"42% Creamy Hazelnut - vegane Helle - Fairafric";167;Stück;80,000;g;7;2,28;2,96;3,17;0;0;0;4260485633476;0;0.000;0.000;0;;"42% Creamy Hazelnut | vegane Helle mit Cashew";100655;"fairafric AG";"VSL-VE- B010008064201";7;2,28000;2,44;1;0;0;;;0;0000-00-00;1;1;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;10;10
2901;"VSL-VE- B010008064202";"42% Fleur de Sel + Caramel - Fairafric";167;Stück;80,000;g;7;2,28;2,96;3,17;0;0;0;4260485633506;0;0.000;0.000;0;;;100655;"fairafric AG";"VSL-VE- B010008064202";7;2,28000;2,44;1;0;0;;;0;0000-00-00;1;1;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;26;26
3272;;"50% Macadamia Snackbox Bio - Fairafric";167;Stück;100,000;g;7;3,19;4,15;4,44;0;0;0;4260485634640;0;0.000;0.000;0;;;100655;"fairafric AG";;7;3,19000;3,41;1;0;0;;;0;0000-00-00;1;2;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;12;12
2960;;"57% Baobab & Moringa - vegane Zartbitterschokolade - Fairafric";167;Stück;80,000;g;7;2,28;2,96;3,17;0;0;0;4260485630086;0;0.000;0.000;0;;"57% BAOBAB & MORINGA | vegane Zartbitterschokolade - Fairafr";100655;"fairafric AG";GH2-19-012;7;2,28000;2,44;1;0;0;;;0;0000-00-00;1;1;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;7;7
3271;;"57% Macadamia & Caramel / Vegane Dunkle- Fairafric";167;Stück;80,000;g;7;2,28;2,96;3,17;0;0;0;;0;0.000;0.000;0;;;100655;"fairafric AG";;7;2,28000;2,44;1;0;0;;;0;0000-00-00;1;1;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2247;;"6-Korn Flocken 500g Spielberger Mühle";139;Stück;500,000;g;7;1,54;2,002;2,14;0;0;0;4022381314206;0;0.000;0.000;0;;;5;NKW;422960;7;1,54000;1,65;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;6;6
1404;;"6er Mopro 1L";106;Stück;1,000;Stück;7;0;0;0,00;0;0;0;;0;0.000;0.000;0;;;;;;;0;0;0;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
973;;"6er Mopro voll";106;Stück;1,000;Stück;7;0;0;0,00;0;0;0;;10354;0.000;0.000;0;;;5;NKW;;7;0,00000;0,00;0;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2900;1110017002;"70% Kakaosplitter Bio-Zartbitterschokolade - Vegan - Fairafric";167;Stück;80,000;g;7;2,28;2,96;3,17;0;0;0;4260485630482;0;0.000;0.000;0;;;100655;"fairafric AG";1110017002;7;2,28000;2,44;1;0;0;;;0;0000-00-00;1;2;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;9;9
2899;1110017000;"70% Mild Dark Bio-Zartbitterschokolade - vegan - Fairafric";167;Stück;80,000;g;7;2,28;2,96;3,17;0;0;0;4260485630475;0;0.000;0.000;0;;;100655;"fairafric AG";1110017000;7;2,28000;2,44;1;0;0;;;0;0000-00-00;1;2;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;9;9
2898;1110017001;"70% Tigernuss & Mandel Bio-Zartbitterschokolade - Vegan - Fairafric";167;Stück;80,000;g;7;2,28;2,96;3,17;0;0;0;4260485630512;0;0.000;0.000;0;;"70% mit Tigernuss und Mandel Bio-Zartbitterschokolade Verpac";100655;"fairafric AG";1110017001;7;2,28000;2,44;1;0;0;;;0;0000-00-00;1;2;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;7;7
2906;7110017003;"70% Zimt & Vanille Bio-Zartbitterschokolade - vegan - Fairafric";167;Stück;80,000;g;7;2,28;2,96;3,17;0;0;0;4250941768323;0;0.000;0.000;0;;;100655;"fairafric AG";7110017003;7;2,28000;2,44;1;0;0;;;0;0000-00-00;1;2;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;12;12
2904;1110018000;"80% Bio-Zartbitterschokolade - Vegan - Fairafric";167;Stück;80,000;g;7;2,28;2,96;3,17;0;0;0;4260485630499;0;0.000;0.000;0;;;100655;"fairafric AG";1110018000;7;2,28000;2,44;1;0;0;;;0;0000-00-00;1;2;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;4;4
2902;1110018001;"80% Fleur de Sel Bio-Zartbitterschokolade - Vegan - Fairafric";167;Stück;80,000;g;7;2,28;2,96;3,17;0;0;0;4260485630505;0;0.000;0.000;0;;;100655;"fairafric AG";1110018001;7;2,28000;2,44;1;0;0;;;0;0000-00-00;1;2;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;4;4
2903;1110019200;"92% Bio-Zartbitterschokolade - Fairafric";167;Stück;80,000;g;7;2,28;2,96;3,17;0;0;0;4260485630109;0;0.000;0.000;0;;;100655;"fairafric AG";1110019200;7;2,28000;2,44;1;0;0;;;0;0000-00-00;1;1;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;5;5
3165;;"Aceto Balsamico di Modena 500ml";266;Stück;500,000;ml;7;1,99;2,58879;2,77;0;0;0;4250085778134;0;0.000;0.000;0;;;5;NKW;532849;7;1,99000;2,13;1;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;7;7
1835;;"Aceto Balsamico di Modena, BYODO 500ml";266;Stück;500,000;ml;7;3,702;4,8;5,14;0;0;0;4018462416006;0;0.000;0.000;0;;;100439;LANDLINIE;34069;7;3,69000;3,95;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;6;6
826;;"Aceto di Balsamico Bananeira - kg";184;kg;0,000;kg;7;4,85;6,0625;6,49;0;0;0;;10207;0.000;0.000;0;;;6;köllektiv-migori;;7;4,85000;5,19;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;1,668;1,668
1643;20609;"Agar Agar 30g";281;Stück;30,000;g;7;2,64;3,432;3,67;0;0;0;4005394151013;0;0.000;0.000;0;;;100439;LANDLINIE;20609;19;2,64000;3,14;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;6;6
2769;;Agavendicksaft;267;Stück;690,000;g;7;0;0;0,00;0;0;0;;0;0.000;0.000;0;;;;;;;0;0;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1644;21435;"Agavendicksaft im Spender 250ml";267;Stück;250,000;ml;7;3,55;4,615;4,94;0;0;0;4016249012397;0;0.000;0.000;0;;;100439;LANDLINIE;21435;7;3,55000;3,80;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;7;7
2161;;"Agavendicksaft MW 690 g Pfandwerk";267;Stück;690,000;g;7;4,66;6,058;6,48;0;0;0;4260758993801;0;0.000;0.000;0;;;5;NKW;677005;7;4,66000;4,99;1;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2;2
1859;;"Ahornsirup Grad C GRN 250 ml";267;Stück;250,000;ml;7;3,67;4,77;5,10;0;0;0;4250085778486;0;0.000;0.000;0;;;5;NKW;625145;7;3,67000;3,93;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;10;10
1645;25708;"Aioli, vegan 250g";268;Stück;250,000;ml;7;2,47;3,21495;3,44;0;0;0;4018462158456;0;0.000;0.000;0;;;100439;LANDLINIE;25708;7;2,47000;2,64;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;4;4
3265;;"Ajvar scharf 200g";268;Stück;200,000;g;7;2,84;3,69;3,95;0;0;0;4009309595275;0;0.000;0.000;0;;;100439;LANDLINIE;39502;7;2,84000;3,04;1;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;7;7
2173;;"Aktiv Müsli Schoko - kg";139;kg;0,000;kg;7;10,88287;9,503;10,17;0;0;0;;0;0.000;0.000;0;;;100439;LANDLINIE;20031;7;7,31000;7,82;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;-0,158;-0,158
2153;;"Algensalat Sesam und Ingwer 100g";128;Stück;100,000;g;7;2,31;3;3,21;0;0;0;4000915100754;0;0.000;0.000;0;;;5;NKW;3039;7;2,31000;2,47;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;3;3
3180;;"Alkfrei Soziale 0,75l";11;Stück;750,000;ml;19;5,5;7,15126;8,51;0;0;0;4006921507600;0;0.000;0.000;0;;;100691;"Gutbubbel GmbH";SSAF;19;5,50000;6,55;1;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
665;;"Allerliebe Pomodoro mit Passion Chutney aus norddeutschen Tomaten inkl. 25% Rabatt";184;Stück;210,000;g;7;4,44;5,77;6,17;0;0;0;4262385660019;10046;0.000;0.000;0;;;100439;LANDLINIE;;7;4,44000;4,75;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1930;;"Allerliebe Tanz Herz Salsa-Sauce, Mehrweg 210g inkl. 25% Rabatt";128;Stück;1,000;Stück;7;3,93;5,11;5,47;0;0;0;4262385660057;0;0.000;0.000;0;;;100439;LANDLINIE;20582;7;3,93000;4,21;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;3;3
1077;;"Allesreiniger - kg · Sonett";239;kg;0,000;kg;19;2,31;3,0056;3,58;0;0;0;;10458;0.000;0.000;0;;;100543;Sonett;;19;2,31200;2,75;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;13,39;13,39
1076;;"Allesreiniger Flasche 0,5l Sonett";239;Stück;500,000;ml;19;1,86;2,418;2,88;0;0;0;;10457;1.000;0.000;0;;;100543;Sonett;;19;1,86000;2,21;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;28;28
3335;;"Allgäuer Raclette Scheiben 50% 300g - Öma";5;Stück;1,000;Stück;7;4,53;5,89;6,30;0;0;0;4026913172357;0;0.000;0.000;0;;;5;NKW;10870;7;4,53000;4,85;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2548;;"Alpenländer Butterkäse 50% Scheiben 150g Andechser";5;Stück;150,000;g;7;2,06;2,6767;2,86;0;0;0;4104060011696;0;0.000;0.000;0;;;5;NKW;3876;7;2,06000;2,20;1;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3304;;"Alpenmilch länger frisch 400ml 3,8% BGL";53;Stück;400,000;ml;7;0,74;0,96262;1,03;0;0;0;4101530009573;0;0.000;0.000;0;;;100439;LANDLINIE;45649;7;0,74000;0,79;1;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;5;5
1424;;"Alsan Margarine 250g";58;Stück;250,000;g;7;1,39;1,81;1,94;0;0;0;4002724000775;0;18.000;0.000;0;;;100439;LANDLINIE;40940;7;1,28000;1,37;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;18;18
2249;;"Amaranth Basis Müsli 375 g Allos";139;Stück;375,000;g;7;2,9;3,77;4,03;0;0;0;4016249164089;0;0.000;0.000;0;;;100439;LANDLINIE;23164;7;2,90000;3,10;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;4;4
2250;;"Amaranth Crunchy Edelnuss 400 g Allos";139;Stück;400,000;g;7;3,52;4,576;4,90;0;0;0;4016249009250;0;0.000;0.000;0;;;5;NKW;498244;7;3,52000;3,77;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2216;;"Amaranth Schoko Müsli 375g Allos";139;Stück;375,000;g;7;3,1;4,03;4,31;0;0;0;4016249164096;0;0.000;0.000;0;;;100439;LANDLINIE;23165;7;3,10000;3,32;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;4;4
2869;;"Amaranth, EG Bio, MMP-gr, 440g";263;Stück;440,000;g;7;2,78;3,614;3,87;0;0;0;4255858814026;0;0.000;0.000;0;;;100531;"unverpackt für alle";;7;2,78000;2,97;1;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;5;5
2271;;"American Schoko Cookies 175g Linea Natura";167;Stück;175,000;g;7;2,5;3,25;3,48;0;0;0;4009176091108;0;0.000;0.000;0;;;100439;LANDLINIE;49313;7;2,50000;2,68;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1749;656400;"Ananas-Stücke 100g - Biotropic";17;Stück;100,000;g;7;2,21;2,8785;3,08;0;0;0;4250085758419;0;0.000;0.000;0;;;5;NKW;656400;7;2,21000;2,36;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;5;5
2725;;"Ananasringe in Ananassaft ATG 200g 350g Biotropic";129;Stück;200,000;g;7;2,56;3,328;3,56;0;0;0;4250085758327;0;0.000;0.000;0;;;5;NKW;767600;7;2,56000;2,74;1;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;8;8
1524;;Anis-Sterne;154;Stück;125,000;g;7;1,56;2,02804;2,17;0;0;0;4056114006076;0;0.000;0.000;0;;;100439;LANDLINIE;23840;7;1,56000;1,67;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1460;;"Apfel Bananen-Mark 360g - Green Organics";129;Stück;360,000;g;7;1,16909;1,52;1,63;0;0;0;4250085788126;0;0.000;0.000;0;;;5;NKW;597634;7;1,26000;1,35;1;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;8;8
2097;;"Apfel Boskop - kg";62;kg;0,000;kg;7;2,39;2,785;2,98;0;0;0;;0;0.000;0.000;0;;;5;NKW;;7;2,39000;2,56;0;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2269;;"Apfel Braeburn - kg";62;kg;0,000;kg;7;1,99397;2,785;2,98;0;0;0;;0;0.000;0.000;0;;;5;NKW;120504;7;1,79000;1,92;0;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2690;722;"Apfel Brown Betty DLS 722";31;Stück;1,000;Stück;7;2,48;3,22;3,45;0;0;0;;0;0.000;0.000;0;;;100529;DLS;;7;2,48000;2,65;1;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2;2
2786;;"Apfel Collina - kg";62;kg;0,000;kg;7;2,89;2,785;2,98;0;0;0;;0;0.000;0.000;0;;;5;NKW;122762;7;2,69000;2,88;0;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2798;;"Apfel Delbar Estival - kg";62;kg;0,000;kg;7;2,18595;2,785;2,98;0;0;0;;0;0.000;0.000;0;;;5;NKW;120904;7;2,29000;2,45;0;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1872;;"Apfel Elstar - kg";62;kg;0,000;kg;7;1,99;2,785;2,98;0;0;0;;0;0.000;0.000;0;;;5;NKW;120944;7;1,99000;2,13;0;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;-0,008;-0,008
1900;;"Apfel Fuji - kg";62;kg;0,000;kg;7;2,16264;2,785;2,98;0;0;0;;0;0.000;0.000;0;;;100439;LANDLINIE;131562;7;2,15000;2,30;0;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1630;;"Apfel Gala - kg";62;kg;0,000;kg;7;1,99;2,785;2,98;0;0;0;4055308047024;0;0.000;0.000;0;;;5;NKW;120959;7;1,99000;2,13;1;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0,106;0,106
2857;;"Apfel Galmac 60+ kg";62;Stück;1,000;kg;7;1,80223;2,785;2,98;0;0;0;4055308079384;0;0.000;0.000;0;;;5;NKW;125188;7;1,79000;1,92;0;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3328;;"Apfel Goldrenette von Blenheim - kg - Alte Sorte";62;kg;0,000;kg;7;0;2,785;2,98;0;0;0;;0;0.000;0.000;0;;;100712;"Michael Müller (Obstbaumpfleger)";;7;2,00000;2,14;1;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;1,72;1,72
2730;;"Apfel Idared - kg";62;kg;0,000;kg;7;2,19;2,785;2,98;0;0;0;;0;0.000;0.000;0;;;5;NKW;122532;7;2,69000;2,88;0;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2471;;"Apfel Jonagold - kg";62;kg;0,000;kg;7;2,49174;2,785;2,98;0;0;0;;0;0.000;0.000;0;;;100439;LANDLINIE;13146;7;2,69000;2,88;0;0;0;;;0;0000-00-00;1;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2627;;"Apfel Marnica kg";62;Stück;1,000;kg;7;2,69;2,785;2,98;0;0;0;4055308065035;0;0.000;0.000;0;;;5;NKW;123843;7;2,69000;2,88;0;0;0;;;0;0000-00-00;0;0;0.00000;0.00000;0.00000;0.00000;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
